fuelType,rating,renterTripsTaken,reviewCount,location.city,location.country,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year,airportcity
HYBRID,,0.0,0.0,Dearborn Heights,US,42.340196999999996,-83.282331,MI,3546098.0,65.0,Ford,Fusion Hybrid,car,2019.0,Detroit
GASOLINE,,0.0,0.0,Dearborn Heights,US,42.283421999999995,-83.232098,MI,15203061.0,350.0,Dodge,Charger,car,2019.0,Detroit
GASOLINE,4.88,42.0,34.0,Southfield,US,42.473667,-83.239688,MI,1370302.0,55.0,Chrysler,Voyager,minivan,2020.0,Detroit
GASOLINE,5.0,2.0,1.0,Dearborn Heights,US,42.269759,-83.284366,MI,2585795.0,222.0,Honda,Ridgeline,truck,2020.0,Detroit
GASOLINE,5.0,1.0,1.0,Dearborn Heights,US,42.270881,-83.285845,MI,2585795.0,99.0,Toyota,Tacoma,truck,2020.0,Detroit
GASOLINE,4.86,42.0,36.0,Southfield,US,42.471893,-83.239214,MI,1370302.0,45.0,Kia,Optima,car,2018.0,Detroit
GASOLINE,5.0,4.0,3.0,Madison Heights,US,42.529641999999996,-83.125093,MI,15426565.0,84.0,Mazda,CX-5,suv,2020.0,Detroit
GASOLINE,3.67,5.0,3.0,Dearborn,US,42.309499,-83.144286,MI,849660.0,300.0,Mercedes-Benz,E-Class,car,2014.0,Detroit
GASOLINE,4.88,47.0,41.0,Dearborn Heights,US,42.271954,-83.28412900000001,MI,2585795.0,96.0,Honda,Accord,car,2016.0,Detroit
GASOLINE,4.97,49.0,38.0,Southfield,US,42.474041,-83.23904300000001,MI,1370302.0,58.0,Jeep,Compass,suv,2019.0,Detroit
GASOLINE,4.83,31.0,24.0,Royal Oak,US,42.527892,-83.128483,MI,6230557.0,66.0,GMC,Terrain,suv,2016.0,Detroit
,4.9,73.0,68.0,Southfield,US,42.474244,-83.239306,MI,1370302.0,45.0,Kia,Optima,car,2019.0,Detroit
GASOLINE,4.94,18.0,16.0,Southfield,US,42.467529,-83.236839,MI,1633776.0,34.0,Ford,Escape,suv,2011.0,Detroit
GASOLINE,5.0,24.0,20.0,Southfield,US,42.467836,-83.237967,MI,1633776.0,31.0,Hyundai,Accent,car,2013.0,Detroit
GASOLINE,4.73,17.0,15.0,Brighton,US,42.567178999999996,-83.810909,MI,14903108.0,28.0,Chevrolet,Sonic,car,2015.0,Detroit
GASOLINE,4.86,39.0,37.0,Ann Arbor,US,42.234738,-83.758057,MI,12629360.0,28.0,Ford,Focus,car,2008.0,Detroit
GASOLINE,5.0,14.0,13.0,Dearborn Heights,US,42.270855,-83.28473199999999,MI,2585795.0,88.0,Toyota,Corolla,car,2018.0,Detroit
GASOLINE,4.94,20.0,18.0,Dearborn,US,42.310475,-83.22015999999999,MI,888780.0,137.0,Land Rover,Range Rover,suv,2006.0,Detroit
GASOLINE,4.83,8.0,6.0,Brighton,US,42.567124,-83.81054,MI,14903108.0,26.0,Mitsubishi,Mirage,car,2017.0,Detroit
GASOLINE,5.0,16.0,11.0,Ann Arbor,US,42.235628000000005,-83.75859200000001,MI,12629360.0,26.0,Saturn,ION,car,2007.0,Detroit
GASOLINE,5.0,32.0,32.0,Sterling Heights,US,42.565511,-83.069475,MI,11630788.0,36.0,Mazda,6,car,2011.0,Detroit
GASOLINE,,0.0,0.0,Taylor,US,42.189242,-83.30518599999999,MI,6141208.0,35.0,Ford,Taurus,car,2013.0,Detroit
GASOLINE,4.94,79.0,67.0,Roselle,US,40.656661,-74.276557,NJ,986216.0,40.0,Nissan,Versa,car,2015.0,Newark
GASOLINE,5.0,5.0,5.0,West Orange,US,40.793912,-74.249521,NJ,10452226.0,295.0,Bentley,Flying Spur,car,2018.0,Newark
HYBRID,5.0,25.0,21.0,Jersey City,US,40.720476,-74.037873,NJ,9606481.0,349.0,BMW,i8,car,2016.0,Newark
ELECTRIC,5.0,5.0,3.0,Jersey City,US,40.725386,-74.039007,NJ,15222015.0,164.0,Tesla,Model 3,car,2020.0,Newark
GASOLINE,5.0,10.0,9.0,Mountainside,US,40.682968,-74.371561,NJ,14245488.0,114.0,Mercedes-Benz,GLE-Class,suv,2017.0,Newark
ELECTRIC,5.0,2.0,2.0,Hillside,US,40.702017,-74.225075,NJ,2421007.0,180.0,Tesla,Model 3,car,2020.0,Newark
GASOLINE,5.0,17.0,15.0,Jersey City,US,40.7395,-74.049719,NJ,3955554.0,115.0,Dodge,Challenger,car,2017.0,Newark
GASOLINE,4.92,106.0,95.0,Jersey City,US,40.718478999999995,-74.054255,NJ,2110510.0,179.0,Land Rover,Range Rover Sport,suv,2016.0,Newark
GASOLINE,5.0,3.0,2.0,Elizabeth,US,40.647690999999995,-74.208486,NJ,4781402.0,104.0,Toyota,Highlander,suv,2018.0,Newark
GASOLINE,,1.0,0.0,Lyndhurst,US,40.811805,-74.116591,NJ,2459020.0,245.0,Maserati,Ghibli,car,2017.0,Newark
GASOLINE,5.0,2.0,2.0,Newark,US,40.731288,-74.175969,NJ,15147159.0,88.0,Ford,Explorer,suv,2014.0,Newark
GASOLINE,5.0,52.0,44.0,Union,US,40.682808,-74.239377,NJ,10132512.0,97.0,BMW,4-Series,car,2019.0,Newark
GASOLINE,5.0,3.0,3.0,North Bergen,US,40.804938,-74.01522,NJ,4574689.0,56.0,Toyota,Camry,car,2016.0,Newark
GASOLINE,5.0,15.0,12.0,Newark,US,40.705391999999996,-74.216453,NJ,10378067.0,160.0,Chevrolet,Camaro,car,2017.0,Newark
GASOLINE,4.96,204.0,170.0,Jersey City,US,40.719294,-74.041779,NJ,519772.0,300.0,Porsche,911,car,2013.0,Newark
ELECTRIC,5.0,28.0,28.0,Jersey City,US,40.726852,-74.037359,NJ,8683519.0,190.0,Tesla,Model S,car,2018.0,Newark
GASOLINE,4.92,57.0,53.0,Newark,US,40.723471,-74.147819,NJ,583154.0,168.0,Chevrolet,Suburban,suv,2018.0,Newark
GASOLINE,5.0,3.0,2.0,Teaneck,US,40.882222,-74.002772,NJ,10336220.0,159.0,Maserati,Ghibli,car,2016.0,Newark
ELECTRIC,5.0,8.0,8.0,Edison,US,40.5625,-74.383282,NJ,1491450.0,130.0,Tesla,Model 3,car,2019.0,Newark
ELECTRIC,5.0,37.0,26.0,Weehawken,US,40.775183,-74.01343100000001,NJ,11244767.0,189.0,Tesla,Model X,suv,2020.0,Newark
ELECTRIC,4.98,81.0,65.0,Edgewater,US,40.809473,-73.985556,NJ,1367019.0,211.0,Tesla,Model X,suv,2017.0,Newark
GASOLINE,5.0,4.0,4.0,Newark,US,40.73137,-74.175602,NJ,15147159.0,71.0,Toyota,Avalon,car,2013.0,Newark
GASOLINE,4.77,74.0,62.0,Caldwell,US,40.843165,-74.277798,NJ,6721879.0,190.0,Porsche,Panamera,car,2013.0,Newark
ELECTRIC,4.96,84.0,75.0,Jersey City,US,40.742515000000004,-74.058284,NJ,7402845.0,174.0,Tesla,Model 3,car,2018.0,Newark
GASOLINE,4.98,46.0,46.0,Jersey City,US,40.722782,-74.063896,NJ,942342.0,299.0,Porsche,911,car,2013.0,Newark
GASOLINE,5.0,14.0,14.0,Jersey City,US,40.715514,-74.034981,NJ,818641.0,125.0,Dodge,Charger,car,2018.0,Newark
GASOLINE,4.92,16.0,13.0,Jersey City,US,40.712234,-74.038663,NJ,11347518.0,156.0,Jaguar,F-PACE,suv,2017.0,Newark
GASOLINE,4.98,53.0,44.0,Lyndhurst,US,40.812961,-74.11640200000001,NJ,2459020.0,230.0,Chevrolet,Corvette,car,2016.0,Newark
ELECTRIC,5.0,25.0,22.0,Elizabeth,US,40.647242,-74.18306700000001,NJ,4228659.0,110.0,Tesla,Model 3,car,2019.0,Newark
GASOLINE,5.0,86.0,70.0,Jersey City,US,40.719530999999996,-74.042048,NJ,519772.0,400.0,Mercedes-Benz,G-Class,suv,2017.0,Newark
HYBRID,4.93,57.0,42.0,Lodi,US,40.875166,-74.073924,NJ,5125492.0,498.0,BMW,i8,car,2015.0,Newark
ELECTRIC,5.0,1.0,1.0,Elizabeth,US,40.669686,-74.228803,NJ,1651923.0,170.0,Tesla,Model 3,car,2020.0,Newark
ELECTRIC,4.86,107.0,96.0,Jersey City,US,40.722439,-74.040807,NJ,875927.0,198.0,Tesla,Model 3,car,2019.0,Newark
GASOLINE,4.92,107.0,87.0,Jersey City,US,40.724934999999995,-74.038616,NJ,875927.0,185.0,Alfa Romeo,4C,car,2017.0,Newark
GASOLINE,4.94,18.0,17.0,Fair Lawn,US,40.93677,-74.134336,NJ,2123567.0,299.0,Porsche,911,car,2014.0,Newark
GASOLINE,4.8,10.0,10.0,Fair Lawn,US,40.937482,-74.13382,NJ,2123567.0,229.0,Mercedes-Benz,S-Class,car,2016.0,Newark
GASOLINE,4.96,130.0,111.0,Jersey City,US,40.719982,-74.041628,NJ,519772.0,275.0,Jaguar,F-TYPE,car,2014.0,Newark
ELECTRIC,4.88,113.0,92.0,Jersey City,US,40.722235999999995,-74.040823,NJ,875927.0,193.0,Tesla,Model 3,car,2018.0,Newark
ELECTRIC,5.0,9.0,8.0,Jersey City,US,40.740865,-74.058657,NJ,3905611.0,189.0,Tesla,Model 3,car,2020.0,Newark
GASOLINE,4.96,79.0,75.0,Jersey City,US,40.718569,-74.055012,NJ,2110510.0,139.0,Porsche,Cayenne,suv,2018.0,Newark
GASOLINE,,0.0,0.0,Elizabeth,US,40.661671999999996,-74.22065699999999,NJ,9980607.0,80.0,BMW,3 Series,car,2015.0,Newark
GASOLINE,5.0,2.0,1.0,East Orange,US,40.750406,-74.220811,NJ,5702987.0,124.0,Acura,MDX,suv,2016.0,Newark
ELECTRIC,4.89,151.0,128.0,Jersey City,US,40.721844,-74.039298,NJ,875927.0,193.0,Tesla,Model 3,car,2018.0,Newark
GASOLINE,4.95,21.0,19.0,Edison,US,40.563103999999996,-74.38399,NJ,1491450.0,92.0,Volvo,XC60,suv,2019.0,Newark
GASOLINE,4.92,93.0,79.0,Elizabeth,US,40.677695,-74.212357,NJ,6434371.0,100.0,Chevrolet,Impala,car,2017.0,Newark
GASOLINE,4.96,76.0,70.0,Jersey City,US,40.718057,-74.054091,NJ,2110510.0,139.0,Audi,A7,car,2018.0,Newark
GASOLINE,5.0,23.0,19.0,Jersey City,US,40.725359999999995,-74.038094,NJ,3746853.0,180.0,Porsche,Macan,suv,2016.0,Newark
GASOLINE,5.0,9.0,9.0,Newark,US,40.735479,-74.164266,NJ,14986753.0,50.0,Honda,Pilot,suv,2009.0,Newark
GASOLINE,5.0,11.0,11.0,Mountainside,US,40.682898,-74.37156800000001,NJ,14245488.0,99.0,Alfa-romeo,Stelvio,suv,2019.0,Newark
GASOLINE,4.93,15.0,15.0,Kearny,US,40.760871,-74.147696,NJ,9370336.0,114.0,Ford,Mustang,car,2019.0,Newark
ELECTRIC,,0.0,0.0,Harrison,US,40.748843,-74.151848,NJ,15739702.0,200.0,Tesla,Model Y,suv,2020.0,Newark
ELECTRIC,5.0,51.0,43.0,Fair Lawn,US,40.928475,-74.115425,NJ,1319433.0,207.0,Tesla,Model 3,car,2019.0,Newark
GASOLINE,4.91,63.0,53.0,Jersey City,US,40.740255,-74.058971,NJ,3533385.0,160.0,Mercedes-Benz,E-Class,car,2018.0,Newark
GASOLINE,5.0,3.0,3.0,Elizabeth,US,40.646182,-74.208478,NJ,4781402.0,110.0,Mercedes-benz,CLA-Class,car,2019.0,Newark
GASOLINE,5.0,36.0,28.0,Jersey City,US,40.72137,-74.038077,NJ,9606481.0,118.0,Honda,Odyssey,minivan,2019.0,Newark
GASOLINE,5.0,20.0,20.0,Palisades Park,US,40.850640000000006,-73.99714499999999,NJ,9806507.0,129.0,Mercedes-benz,GLS-Class,suv,2020.0,Newark
GASOLINE,5.0,1.0,1.0,Jersey City,US,40.726161,-74.03420600000001,NJ,844760.0,349.0,Mercedes-Benz,G-Class,suv,2015.0,Newark
ELECTRIC,5.0,10.0,6.0,Jersey City,US,40.721513,-74.039847,NJ,875927.0,235.0,Tesla,Model S,car,2015.0,Newark
ELECTRIC,4.98,91.0,82.0,Livingston,US,40.772287,-74.312274,NJ,3885147.0,129.0,Tesla,Model S,car,2015.0,Newark
ELECTRIC,5.0,8.0,4.0,Fair Lawn,US,40.928264,-74.11594699999999,NJ,1319433.0,259.0,Tesla,Model X,suv,2020.0,Newark
GASOLINE,4.9,25.0,20.0,South Orange,US,40.748884000000004,-74.2416,NJ,10729807.0,230.0,Mercedes-Benz,S-Class,car,2014.0,Newark
GASOLINE,5.0,8.0,8.0,Newark,US,40.686319,-74.181409,NJ,9767693.0,269.0,BMW,7-Series,car,2019.0,Newark
GASOLINE,4.88,47.0,42.0,Jersey City,US,40.720419,-74.042009,NJ,519772.0,225.0,Porsche,Cayenne,suv,2019.0,Newark
DIESEL,5.0,39.0,35.0,Palisades Park,US,40.85272,-73.998734,NJ,9806507.0,112.0,Land Rover,Discovery,suv,2018.0,Newark
GASOLINE,4.89,72.0,55.0,Jersey City,US,40.718032,-74.055242,NJ,2110510.0,99.0,Jaguar,F-PACE,suv,2018.0,Newark
GASOLINE,4.0,4.0,3.0,Westfield,US,40.65039,-74.343311,NJ,8040602.0,200.0,Porsche,911,car,2009.0,Newark
GASOLINE,4.96,57.0,52.0,Old Bridge Township,US,40.399865000000005,-74.356738,NJ,4998472.0,80.0,Mercedes-Benz,E-Class,car,2010.0,Newark
GASOLINE,5.0,17.0,15.0,Edgewater,US,40.817977,-73.980937,NJ,2216742.0,167.0,Chevrolet,Corvette,car,2015.0,Newark
ELECTRIC,5.0,58.0,46.0,Weehawken,US,40.775442,-74.014279,NJ,11244767.0,166.0,Tesla,Model 3,car,2018.0,Newark
GASOLINE,5.0,4.0,3.0,East Brunswick,US,40.429595,-74.391889,NJ,2561238.0,799.0,McLaren,570S,car,2016.0,Newark
GASOLINE,4.96,215.0,193.0,Jersey City,US,40.717921999999994,-74.052028,NJ,67096.0,94.0,Honda,Odyssey,minivan,2013.0,Newark
GASOLINE,4.94,111.0,103.0,Jersey City,US,40.717574,-74.054513,NJ,2110510.0,159.0,BMW,M3,car,2018.0,Newark
ELECTRIC,4.96,173.0,154.0,Lodi,US,40.876527,-74.080621,NJ,1260284.0,99.0,Tesla,Model 3,car,2018.0,Newark
GASOLINE,,2.0,0.0,Fair Lawn,US,40.928112,-74.115422,NJ,1319433.0,329.0,Mercedes-Benz,G-Class,suv,2017.0,Newark
GASOLINE,,1.0,0.0,Lodi,US,40.876326,-74.074524,NJ,5125492.0,599.0,Bentley,Continental GT Speed,car,2013.0,Newark
GASOLINE,5.0,1.0,1.0,Woodbridge Township,US,40.568634,-74.304506,NJ,14303026.0,288.0,Land Rover,Range Rover,suv,2018.0,Newark
GASOLINE,5.0,64.0,54.0,Fair Lawn,US,40.928334,-74.1166,NJ,1319433.0,319.0,Porsche,911,car,2012.0,Newark
GASOLINE,5.0,1.0,1.0,Carlstadt,US,40.836515999999996,-74.090942,NJ,1349160.0,275.0,Porsche,911,car,2013.0,Newark
GASOLINE,5.0,12.0,12.0,Elizabeth,US,40.661677000000005,-74.209089,NJ,10428232.0,80.0,BMW,3 Series,car,2015.0,Newark
GASOLINE,4.99,92.0,83.0,Jersey City,US,40.717782,-74.03268299999999,NJ,4811613.0,123.0,BMW,5 Series,car,2016.0,Newark
GASOLINE,5.0,3.0,3.0,Carteret,US,40.571121999999995,-74.22532,NJ,15381172.0,110.0,Mercedes-benz,GLC-Class,suv,2020.0,Newark
GASOLINE,5.0,8.0,6.0,Fair Lawn,US,40.937814,-74.134274,NJ,2123567.0,349.0,Mercedes-Benz,G-Class,suv,2014.0,Newark
GASOLINE,5.0,39.0,34.0,South River,US,40.450069,-74.382861,NJ,8405506.0,68.0,Dodge,Ram 1500,truck,2019.0,Newark
GASOLINE,5.0,88.0,74.0,Jersey City,US,40.716959,-74.051372,NJ,67096.0,99.0,Toyota,Sienna,minivan,2017.0,Newark
GASOLINE,4.87,77.0,71.0,Jersey City,US,40.720852,-74.043965,NJ,2611541.0,115.0,Ford,Mustang,car,2018.0,Newark
GASOLINE,5.0,10.0,8.0,Jersey City,US,40.720102000000004,-74.041749,NJ,9450147.0,80.0,Honda,CR-V,suv,2015.0,Newark
GASOLINE,5.0,8.0,6.0,Fair Lawn,US,40.928092,-74.11592399999999,NJ,1319433.0,799.0,Audi,R8,car,2017.0,Newark
GASOLINE,4.94,20.0,18.0,Jersey City,US,40.719656,-74.042141,NJ,9450147.0,73.0,Toyota,RAV4,suv,2017.0,Newark
GASOLINE,4.97,100.0,88.0,Weehawken,US,40.77217,-74.020647,NJ,5895238.0,91.0,Ford,F-150,truck,2015.0,Newark
GASOLINE,4.94,147.0,121.0,Jersey City,US,40.719769,-74.041384,NJ,519772.0,225.0,Land Rover,Range Rover Velar,suv,2018.0,Newark
GASOLINE,4.87,63.0,53.0,Old Bridge Township,US,40.399288,-74.356581,NJ,4998472.0,85.0,Audi,Q7,suv,2010.0,Newark
GASOLINE,,0.0,0.0,Lodi,US,40.874718,-74.074072,NJ,5125492.0,149.0,BMW,7 Series,car,2014.0,Newark
GASOLINE,5.0,2.0,2.0,Bloomfield,US,40.799416,-74.192181,NJ,2781988.0,149.0,Acura,MDX,suv,2020.0,Newark
GASOLINE,4.99,158.0,136.0,Jersey City,US,40.718671,-74.03951500000001,NJ,9450147.0,84.0,Toyota,RAV4,suv,2014.0,Newark
GASOLINE,5.0,7.0,6.0,Jersey City,US,40.716893,-74.033784,NJ,547739.0,110.0,Mercedes-Benz,E-Class,car,2017.0,Newark
GASOLINE,4.99,87.0,78.0,Jersey City,US,40.717897,-74.054177,NJ,2110510.0,109.0,Alfa Romeo,Stelvio,suv,2018.0,Newark
GASOLINE,5.0,12.0,10.0,Union City,US,40.758140999999995,-74.036711,NJ,14838536.0,76.0,Scion,FR-S,car,2013.0,Newark
GASOLINE,5.0,1.0,1.0,North Bergen,US,40.805178000000005,-74.015153,NJ,15591175.0,65.0,Honda,Pilot,suv,2017.0,Newark
GASOLINE,5.0,5.0,4.0,Rutherford,US,40.819904,-74.10857299999999,NJ,5227587.0,89.0,Land Rover,Range Rover Evoque,suv,2017.0,Newark
GASOLINE,4.99,160.0,140.0,Jersey City,US,40.72253,-74.041955,NJ,67096.0,70.0,Toyota,Camry,car,2016.0,Newark
GASOLINE,5.0,46.0,42.0,West Orange,US,40.79351,-74.249238,NJ,10452226.0,69.0,Ford,Mustang,car,2019.0,Newark
GASOLINE,4.94,85.0,68.0,Jersey City,US,40.717529,-74.054604,NJ,2110510.0,109.0,Ford,F-150,truck,2018.0,Newark
GASOLINE,4.94,44.0,35.0,Jersey City,US,40.721492,-74.03764,NJ,9606481.0,139.0,Jeep,Wrangler,suv,2016.0,Newark
ELECTRIC,5.0,53.0,49.0,Lodi,US,40.878541,-74.080884,NJ,1260284.0,250.0,Tesla,Model X,suv,2017.0,Newark
GASOLINE,5.0,7.0,7.0,Lodi,US,40.87252,-74.09515999999999,NJ,15013442.0,175.0,Porsche,Macan,suv,2018.0,Newark
GASOLINE,5.0,6.0,5.0,West Orange,US,40.794511,-74.25035,NJ,10452226.0,69.0,Mercedes-Benz,C-Class,car,2017.0,Newark
GASOLINE,4.89,35.0,35.0,Newark,US,40.68945,-74.175331,NJ,462368.0,150.0,BMW,M4,car,2016.0,Newark
GASOLINE,5.0,11.0,11.0,Piscataway,US,40.529814,-74.417586,NJ,1556482.0,70.0,Toyota,RAV4,suv,2016.0,Newark
GASOLINE,5.0,12.0,11.0,Jersey City,US,40.71908,-74.04148,NJ,9450147.0,74.0,Toyota,Camry,car,2017.0,Newark
GASOLINE,5.0,116.0,107.0,Newark,US,40.777103000000004,-74.16994100000001,NJ,6821835.0,300.0,Nissan,GT-R,car,2013.0,Newark
GASOLINE,4.8,6.0,5.0,Jersey City,US,40.711886,-74.055807,NJ,9292230.0,74.0,Honda,Accord,car,2018.0,Newark
GASOLINE,5.0,100.0,85.0,Hoboken,US,40.735036,-74.029647,NJ,1275890.0,127.0,Honda,Odyssey,minivan,2014.0,Newark
GASOLINE,4.97,41.0,36.0,Old Bridge Township,US,40.400514,-74.355938,NJ,4998472.0,75.0,Lexus,GX 470,suv,2007.0,Newark
ELECTRIC,5.0,11.0,10.0,Edgewater,US,40.807609,-73.991427,NJ,10514891.0,101.0,Tesla,Model S,car,2016.0,Newark
GASOLINE,4.93,112.0,107.0,Jersey City,US,40.718703000000005,-74.054461,NJ,2110510.0,95.0,Alfa Romeo,Giulia,car,2017.0,Newark
GASOLINE,5.0,11.0,11.0,Roselle Park,US,40.66932,-74.269795,NJ,6566502.0,199.0,Jeep,Grand Cherokee SRT,suv,2017.0,Newark
GASOLINE,5.0,28.0,27.0,East Brunswick,US,40.431422999999995,-74.39307600000001,NJ,2561238.0,175.0,Jaguar,F-TYPE,car,2018.0,Newark
GASOLINE,5.0,16.0,14.0,Fair Lawn,US,40.936929,-74.135104,NJ,2123567.0,189.0,Mercedes-Benz,C-Class,car,2017.0,Newark
GASOLINE,4.97,71.0,63.0,Jersey City,US,40.718706,-74.054979,NJ,2110510.0,110.0,BMW,X5,suv,2019.0,Newark
GASOLINE,4.79,25.0,24.0,Secaucus,US,40.78861,-74.04024100000001,NJ,13369196.0,96.0,Mercedes-Benz,CLA-Class,car,2014.0,Newark
ELECTRIC,5.0,44.0,40.0,Edgewater,US,40.80948,-73.985567,NJ,1367019.0,188.0,Tesla,Model 3,car,2018.0,Newark
GASOLINE,,0.0,0.0,Hoboken,US,40.747268,-74.035855,NJ,11291649.0,132.0,Land Rover,Range Rover Evoque,suv,2016.0,Newark
GASOLINE,4.99,98.0,92.0,Jersey City,US,40.723069,-74.050722,NJ,67096.0,76.0,Nissan,Rogue,suv,2017.0,Newark
GASOLINE,4.71,15.0,14.0,Bayonne,US,40.687769,-74.10114300000001,NJ,4881570.0,155.0,Mercedes-benz,E-Class,car,2019.0,Newark
ELECTRIC,4.85,60.0,55.0,Jersey City,US,40.720496999999995,-74.03998100000001,NJ,875927.0,148.0,Tesla,Model 3,car,2019.0,Newark
ELECTRIC,5.0,4.0,4.0,Summit,US,40.715754,-74.343529,NJ,9705007.0,133.0,Tesla,Model Y,suv,2020.0,Newark
GASOLINE,5.0,45.0,41.0,Aberdeen Township,US,40.402854999999995,-74.228052,NJ,4021066.0,94.0,Volvo,S90,car,2018.0,Newark
GASOLINE,4.9,297.0,262.0,Jersey City,US,40.722024,-74.04145799999999,NJ,67096.0,60.0,Mazda,3,car,2012.0,Newark
ELECTRIC,4.79,36.0,28.0,Jersey City,US,40.721494,-74.038855,NJ,875927.0,148.0,Tesla,Model 3,car,2019.0,Newark
GASOLINE,,0.0,0.0,Roselle Park,US,40.667465,-74.264587,NJ,15381238.0,112.0,Mercedes-Benz,M-Class,suv,2014.0,Newark
ELECTRIC,5.0,43.0,39.0,Jersey City,US,40.720396,-74.04016,NJ,875927.0,150.0,Tesla,Model 3,car,2019.0,Newark
GASOLINE,4.5,7.0,6.0,South River,US,40.450425,-74.38252800000001,NJ,8405506.0,74.0,Cadillac,CTS,car,2015.0,Newark
ELECTRIC,5.0,1.0,1.0,Franklin Township,US,40.52642,-74.519839,NJ,2358826.0,120.0,Tesla,Model 3,car,2019.0,Newark
GASOLINE,4.97,37.0,32.0,Jersey City,US,40.726419,-74.032993,NJ,844760.0,119.0,Toyota,Sequoia,suv,2013.0,Newark
GASOLINE,,0.0,0.0,Clifton,US,40.889957,-74.175383,NJ,9266183.0,80.0,Jeep,Wrangler,suv,2018.0,Newark
GASOLINE,4.83,64.0,54.0,Jersey City,US,40.724931,-74.03953100000001,NJ,875927.0,142.0,Mercedes-Benz,C-Class,car,2018.0,Newark
GASOLINE,5.0,29.0,25.0,Lodi,US,40.874774,-74.074353,NJ,5125492.0,249.0,Maserati,Levante,suv,2018.0,Newark
GASOLINE,4.76,63.0,59.0,Alpine,US,40.939826000000004,-73.930705,NJ,706133.0,138.0,BMW,M-Series,car,2019.0,Newark
GASOLINE,4.85,16.0,13.0,Newark,US,40.784372999999995,-74.164839,NJ,10471342.0,110.0,Kia,Stinger,car,2019.0,Newark
GASOLINE,4.92,95.0,79.0,Jersey City,US,40.718709999999994,-74.054424,NJ,2110510.0,89.0,Audi,Q3,suv,2018.0,Newark
GASOLINE,4.92,16.0,13.0,Jersey City,US,40.726423,-74.033357,NJ,844760.0,217.0,HUMMER,H2,suv,2008.0,Newark
GASOLINE,5.0,1.0,1.0,Lincoln Park,US,40.922243,-74.3137,NJ,15729829.0,65.0,Jeep,Cherokee,suv,2017.0,Newark
GASOLINE,5.0,12.0,9.0,Fair Lawn,US,40.928057,-74.116063,NJ,1319433.0,299.0,BMW,M-Series,car,2020.0,Newark
GASOLINE,5.0,31.0,28.0,Linden,US,40.644713,-74.235281,NJ,3644270.0,83.0,Toyota,Sienna,minivan,2015.0,Newark
GASOLINE,5.0,14.0,13.0,Elizabeth,US,40.665779,-74.226902,NJ,8497550.0,125.0,Infiniti,Q50,car,2015.0,Newark
GASOLINE,,0.0,0.0,Jersey City,US,40.727596000000005,-74.034103,NJ,844760.0,158.0,Jeep,Wrangler,suv,2015.0,Newark
GASOLINE,4.93,15.0,14.0,Jersey City,US,40.715132000000004,-74.032675,NJ,747774.0,86.0,Dodge,Ram 1500,truck,2019.0,Newark
GASOLINE,5.0,5.0,5.0,Jersey City,US,40.738469,-74.05878100000001,NJ,3533385.0,160.0,BMW,5-Series,car,2019.0,Newark
GASOLINE,4.98,64.0,56.0,Hillside,US,40.702664,-74.226453,NJ,2421007.0,85.0,Nissan,Rogue,suv,2019.0,Newark
GASOLINE,4.95,54.0,41.0,Jersey City,US,40.72587,-74.040126,NJ,7825483.0,349.0,Maserati,Ghibli,car,2015.0,Newark
GASOLINE,4.97,32.0,30.0,Kearny,US,40.759862,-74.147694,NJ,9370336.0,99.0,Toyota,Highlander,suv,2017.0,Newark
GASOLINE,5.0,9.0,9.0,Union,US,40.682066999999996,-74.235619,NJ,1527050.0,545.0,Chevrolet,Corvette,car,2020.0,Newark
GASOLINE,5.0,45.0,42.0,Newark,US,40.778137,-74.170413,NJ,6821835.0,250.0,Toyota,Supra,car,2020.0,Newark
GASOLINE,4.77,15.0,13.0,Newark,US,40.712526000000004,-74.193042,NJ,3619049.0,72.0,Hyundai,Sonata,car,2015.0,Newark
GASOLINE,5.0,9.0,8.0,Jersey City,US,40.738539,-74.059061,NJ,3533385.0,78.0,Toyota,RAV4,suv,2014.0,Newark
GASOLINE,5.0,6.0,5.0,West Orange,US,40.793514,-74.25055400000001,NJ,10452226.0,69.0,BMW,3 Series,car,2017.0,Newark
GASOLINE,4.83,12.0,12.0,Woodland Park,US,40.890663,-74.19455400000001,NJ,14433354.0,148.0,BMW,3 Series,car,2015.0,Newark
HYBRID,3.67,5.0,3.0,Jersey City,US,40.738873999999996,-74.058996,NJ,3533385.0,140.0,Porsche,Cayenne,suv,2013.0,Newark
GASOLINE,5.0,48.0,41.0,Jersey City,US,40.721165,-74.049001,NJ,67096.0,77.0,Honda,CR-V,suv,2016.0,Newark
HYBRID,4.97,40.0,39.0,Jersey City,US,40.733188,-74.037498,NJ,323975.0,320.0,BMW,i8,car,2015.0,Newark
GASOLINE,4.96,23.0,23.0,West Orange,US,40.795010999999995,-74.24946700000001,NJ,10452226.0,69.0,BMW,3 Series,car,2018.0,Newark
GASOLINE,4.96,29.0,24.0,Newark,US,40.712674,-74.19473599999999,NJ,3619049.0,68.0,Chevrolet,Impala,car,2019.0,Newark
ELECTRIC,,0.0,0.0,Fort Lee,US,40.863378000000004,-73.971533,NJ,11231763.0,148.0,Tesla,Model 3,car,2020.0,Newark
